,Ticker,Company_Name,Strategy,Date,Issuer,Article_Title,Article_Link,StartDate,EndDate,Start_Price,Week_Price,Month_Price,Quarter_Price,Semi_Price,Annual_Price,Week_Return,Month_Return,Quarter_Return,Semi_Return,Annual_Return,Institution
0,ISRG,"Intuitive Surgical, Inc.",Long,20170201.0,William Meyers,"Intuitive Surgical: China, $2 Billion Buyback And Growth Scenarios",https://seekingalpha.com/article/4041475-intuitive-surgical-china-2-billion-buyback-growth-scenarios,20170201.0,20180127.0,232.339996,235.126663,245.233337,282.406677,311.386658,440.23999,0.011993918601943987,0.055493420082524114,0.2154888605576113,0.3402197786041108,0.8948093207335681,False
1,MGA,Magna International Inc.,Long,20170201.0,Prasanna Rajagopal,Magna International: Can This Giant Grow Even Bigger?,https://seekingalpha.com/article/4041474-magna-international-can-giant-grow-even-bigger,20170201.0,20180127.0,42.446266,42.19233300000001,41.870029,41.472805,46.484543,58.98,-0.005982457915143957,-0.013575681780819028,-0.02293396078703369,0.0951385688437234,0.3895215188068604,False
2,LYG,Lloyds Banking Group plc,Long,20170201.0,Renaissance Research,Lloyds And Slowdown In U.K. Housing Market,https://seekingalpha.com/article/4041463-lloyds-slowdown-u-k-housing-market,20170201.0,20180127.0,3.201614,3.211143,3.201614,3.673678,3.4865470000000003,4.13,0.002976311322976377,0.0,0.14744563210930495,0.08899667480214646,0.28997436917754604,True
3,JNJ,Johnson & Johnson,Long,20170201.0,Tolga Kuru,The Resiliency Of J&J,https://seekingalpha.com/article/4041453-resiliency-j-and-j,20170201.0,20180127.0,110.36248,111.190956,121.374931,121.610397,131.700592,145.330002,0.007506862839617102,0.09978437418224018,0.10191794348949036,0.19334570952011945,0.3168424812490622,False
4,BAC,Bank of America Corporation,Long,20170201.0,Livermore Investing,Bank Of America Is Leveraged For Success In Rising Rate Environment,https://seekingalpha.com/article/4041458-bank-america-leveraged-success-rising-rate-environment,20170201.0,20180127.0,22.533955,22.760378,24.933012,23.550591,24.143099,32.200001,0.01004808077410302,0.10646408941528483,0.04511573756138243,0.07140974587017679,0.4289547041342721,True
5,OSTK,"Overstock.com, Inc.",Long,20170201.0,Jeffrey Himelson,Overstock: The New Strategy Is Working,https://seekingalpha.com/article/4041441-overstock-new-strategy-working,20170201.0,20180127.0,17.5,17.65,17.6,15.4,16.450001,74.449997,0.008571428571428452,0.005714285714285783,-0.12,-0.05999994285714282,3.2542855428571427,False
6,QTWO,"Q2 Holdings, Inc.",Long,20170201.0,Dan Scott,Q2 Holdings: A Growth Story Worth Paying A Premium For,https://seekingalpha.com/article/4041426-q2-holdings-growth-story-worth-paying-premium,20170201.0,20180127.0,31.450001,32.049999,35.299999,38.200001,37.700001,40.950001,0.019077837231229244,0.12241646669581985,0.21462638427261105,0.19872813358575087,0.3020667630503413,False
7,MUX,McEwen Mining Inc.,Long,20170201.0,Tim Paul,McEwen Mining Shines Bright,https://seekingalpha.com/article/4041408-mcewen-mining-shines-bright,20170201.0,20180127.0,3.92231,4.091547,3.086081,2.658012,2.528595,2.324704,0.043147278007092726,-0.2131980899011041,-0.32233505255831385,-0.35533014983517364,-0.4073125275666635,False
8,NVRO,Nevro,Long,20170201.0,Jonathan Faison,Nevro: This Medtech Runner Has More Upside,https://seekingalpha.com/article/4041389-nevro-medtech-runner-upside,20170201.0,20180127.0,87.589996,93.800003,90.620003,90.599998,82.379997,81.410004,0.07089858755102596,0.034593071564930744,0.03436467790225728,-0.059481667289949414,-0.07055591143079852,False
9,DERM,Dermira,Long,20170201.0,Jonathan Faison,Dermira's Late-Stage Assets Are Undervalued,https://seekingalpha.com/article/4041386-dermiras-late-stage-assets-undervalued,20170201.0,20180127.0,29.33,29.01,38.029999,32.220001,26.719999,30.93,-0.010910330719399841,0.2966245823389022,0.0985339584043643,-0.08898741902488905,0.05455165359699965,False
10,GNW,"Genworth Financial, Inc.",Long,20170201.0,Constructive Capital,Why Wall Street Might Be Wrong About Genworth,https://seekingalpha.com/article/4040918-wall-street-might-wrong-genworth,20170201.0,20180127.0,3.5,3.41,4.05,3.72,3.33,3.16,-0.02571428571428569,0.15714285714285706,0.06285714285714293,-0.0485714285714286,-0.09714285714285707,True
11,FL,"Foot Locker, Inc.",Long,20170201.0,Mujahid Rasul,Foot Locker: A Look At Its Business Fundamentals,https://seekingalpha.com/article/4041376-foot-locker-look-business-fundamentals,20170201.0,20180127.0,66.513847,69.41548900000001,74.030861,74.446281,47.782806,51.59,0.04362463052242327,0.11301427205075056,0.1192598888469043,-0.2816111508329987,-0.22437203188683397,False
12,EPD,Enterprise Products Partners L.P,Long,20170201.0,Jennifer Warren,Enterprise Products Partners Connected To Hydrocarbon Export Growth,https://seekingalpha.com/article/4041254-enterprise-products-partners-connected-hydrocarbon-export-growth,20170201.0,20180127.0,26.43228,26.75176,26.469868,25.180571,25.995834,28.939875,0.01208673636931823,0.0014220491005696445,-0.047355317059292634,-0.016511855957942356,0.09486866059227594,False
13,TTM,Tata Motors Limited,Long,20170201.0,Trefis,Tata's Tiago Helps It Weather The Demonetization Storm In India,https://seekingalpha.com/article/4041345-tatas-tiago-helps-weather-demonetization-storm-india,20170201.0,20180127.0,39.580002,38.040001,34.810001,33.919998,34.459999,31.370001,-0.03890856296571188,-0.1205154309997256,-0.1430016097523189,-0.1293583310076638,-0.2074280087201613,True
14,LL,"Lumber Liquidators Holdings, Inc.",Long,20170201.0,Hellen Ng'endo Gachuhi,"For Lumber Liquidators, The Storm Is Over",https://seekingalpha.com/article/4041328-lumber-liquidators-storm,20170201.0,20180127.0,15.58,16.09,18.0,21.33,35.27,30.76,0.03273427471116808,0.15532734274711155,0.3690629011553273,1.2637997432605903,0.9743260590500642,False
15,MMP,"Magellan Midstream Partners, L.P.",Long,20170201.0,Brandon Dempster,Magellan Keeps On Rallying,https://seekingalpha.com/article/4041329-magellan-keeps-rallying,20170201.0,20180127.0,76.855011,75.03939100000002,73.908188,70.442802,68.264214,73.87323,-0.023623963829762614,-0.03834262674167088,-0.08343254286958601,-0.1117792696692218,-0.038797483224613634,False
16,UA,"Under Armour, Inc. Class C",Long,20170201.0,Elderberry Investments,Under Armour's Drop Presents Value,https://seekingalpha.com/article/4041316-armours-drop-presents-value,20170201.0,20180127.0,18.799999,19.299999,18.309999,18.809999,16.34,13.27,0.0265957460955184,-0.026063831173607995,0.0005319149219105147,-0.1308510175984584,-0.2941488986249414,True
17,ETH,Ethan Allen Interiors Inc.,Long,20170131.0,Raffi Balyozyan,"Ethan Allen: Disappointing, But Could Have Been Worse",https://seekingalpha.com/article/4041282-ethan-allen-disappointing-worse,20170131.0,20180126.0,28.073763,27.68787,28.122,29.997459000000006,30.96174,25.9,-0.013745681332424152,0.0017182235242207964,0.06852291230071295,0.1028710329997442,-0.07743041073617385,False
18,C,Citigroup Inc.,Long,20170131.0,Christiaan Casper,Citigroup Inc.: Gain An Annual 7+%,https://seekingalpha.com/article/4041280-citigroup-inc-gain-annual-7-plus-percent,20170131.0,20180126.0,54.80751400000001,55.446819,60.054256,59.46435500000001,68.526146,79.756447,0.011664550229371741,0.09573034091639344,0.08496719993539581,0.2503056788892122,0.4552100830554,False
19,IBM,International Business Machines Corporation,Long,20170131.0,Helena Leathers,IBM: A Record Number Of Patents In 2016,https://seekingalpha.com/article/4041278-ibm-record-number-patents-2016,20170131.0,20180126.0,168.003754,170.933075,174.69773899999996,153.91449,141.525177,167.339996,0.017436044911234738,0.03984425848008155,-0.08386279273259567,-0.1576070556137691,-0.003950852193457366,False
20,PG,The Procter & Gamble Company,Long,20170131.0,Integer Investments,What's The Best Consumer Goods Company?,https://seekingalpha.com/article/4041263-best-consumer-goods-company,20170131.0,20180126.0,84.968285,85.676346,87.781151,84.475365,89.679199,87.730003,0.008333238690177103,0.033104893196326035,-0.0058012233623404574,0.05544320448506168,0.032502927415799965,True
21,AAL,American Airlines Group,Long,20170131.0,Stone Fox Capital,American Airlines: The Wrong Reaction,https://seekingalpha.com/article/4041243-american-airlines-wrong-reaction,20170131.0,20180126.0,43.787479,44.589016,46.433662,43.55759000000001,50.141449,52.968136,0.018305164359884836,0.06043241265385469,-0.005250108141644838,0.14510929026080732,0.2096639772296552,True
22,PSX,Phillips 66,Long,20170131.0,Michael Fitzsimmons,Valero Or Phillips 66?,https://seekingalpha.com/article/4041228-valero-phillips-66,20170131.0,20180126.0,78.996994,76.325684,76.423637,77.643051,85.295082,106.589996,-0.03381533732789888,-0.03257537875428529,-0.017139171143651374,0.07972566652346291,0.3492917971030645,False
23,TWTR,"Twitter, Inc.",Long,20170131.0,Kayode Omotosho,Twitter: Thinking Outside The Box In 2017,https://seekingalpha.com/article/4041239-twitter-thinking-outside-box-2017,20170131.0,20180126.0,17.620001000000006,18.719999,15.75,18.57,16.07,24.27,0.0624289408383123,-0.10612944914134792,0.05391594472667749,-0.08796826969533078,0.37741195360885627,False
24,CTB,Cooper Tire & Rubber Co.,Long,20170131.0,"Paul Goncalves, CFA","Cooper Tire & Rubber: Strong Fundamentals, High ROIC, And Possible Acquisition Target",https://seekingalpha.com/article/4040800-cooper-tire-and-rubber-strong-fundamentals-high-roic-possible-acquisition-target,20170131.0,20180126.0,35.83709,35.24392299999999,40.58712,37.911045,35.884468,39.25,-0.016551762433836048,0.13254508108777796,0.057871746841052125,0.0013220381453962204,0.09523401593153903,False
25,OXY,Occidental Petroleum Corporation,Long,20170131.0,Sarfaraz A. Khan,5 Reasons To Buy Occidental Petroleum Corporation Stock,https://seekingalpha.com/article/4041189-5-reasons-buy-occidental-petroleum-corporation-stock,20170131.0,20180126.0,64.600243,63.647011,61.826351,58.037449,59.933765,77.18,-0.014755857806912687,-0.04293934312290437,-0.1015908562449216,-0.07223622982346989,0.19473234798822656,False
26,XOM,Exxon Mobil Corporation,Long,20170131.0,D.M. Martins Research,Exxon Mobil's Earnings: Playing To The Investor Base,https://seekingalpha.com/article/4041155-exxon-mobils-earnings-playing-investor-base,20170131.0,20180126.0,80.813698,79.209824,80.162514,80.395821,79.094254,89.0,-0.01984656116095573,-0.008057841877252003,-0.005170868433715392,-0.0212766405022079,0.1012984457164674,True
27,FCAU,Fiat Chrysler Automobiles NV,Long,20170131.0,Nick Cox,Fiat Chrysler To Leverage On European Strength,https://seekingalpha.com/article/4041153-fiat-chrysler-leverage-european-strength,20170131.0,20180126.0,10.99,10.59,11.22,11.02,11.99,24.809999,-0.03639672429481355,0.020928116469517862,0.002729754322110977,0.09099181073703376,1.2575067333939949,False
28,TGT,Target Corporation,Long,20170131.0,Moneybear Research,Target - Aim For The Bullseye,https://seekingalpha.com/article/4041148-target-aim-bullseye,20170131.0,20180126.0,61.858688,62.136887,55.52539399999999,55.515713,55.590637,76.949997,0.004497331078214817,-0.10238325778910806,-0.10253975965348636,-0.10132854741439068,0.2439642593130975,True
29,OHI,"Omega Healthcare Investors, Inc",Long,20170131.0,Matthew Erbentraut,Evidence That Omega Healthcare Investors Is Still On Sale,https://seekingalpha.com/article/4041146-evidence-omega-healthcare-investors-still-sale,20170131.0,20180126.0,29.489513,29.94928,30.105602,30.395765,29.704737,26.744659,0.015590864454085862,0.02089179973911404,0.030731331507577005,0.007298323305644283,-0.09307898709619243,False
30,TSLA,Tesla Motors,Long,20170131.0,Superinvestor Bulletin,Tesla: All The Red Flags Are There,https://seekingalpha.com/article/4041150-tesla-red-flags,20170131.0,20180126.0,251.929993,262.079987,251.570007,311.019989,325.890015,342.850006,0.04028894646140846,-0.001428912832939222,0.2345492702014247,0.29357370720047626,0.3608939607282091,False
31,BKE,"The Buckle, Inc.",Long,20170131.0,And Value for All,"The Buckle: Possible Upside Ahead, But Do Not Overstate The Discount",https://seekingalpha.com/article/4041138-buckle-possible-upside-ahead-overstate-discount,20170131.0,20180126.0,18.410624,18.105955,15.842710999999998,17.082342,15.370957,21.450001,-0.016548542841350544,-0.13947995461750773,-0.07214758174410596,-0.1651039638852001,0.1650882121105728,False
32,FNMA,Fannie Mae,Long,20170131.0,Glen Bradford,Government Loses Battle Over GSE Secrecy - Investors Want Discovery,https://seekingalpha.com/article/4041118-government-loses-battle-gse-secrecy-investors-want-discovery,20170131.0,20180126.0,4.22,4.15,2.92,2.58,2.74,2.08,-0.016587677725118374,-0.30805687203791465,-0.3886255924170615,-0.3507109004739336,-0.5071090047393365,False
33,AMZN,"Amazon.com, Inc.",Long,20170131.0,Logical Tech Investor,Alexa: The Next Big Thing For Amazon,https://seekingalpha.com/article/4041113-alexa-next-big-thing-amazon,20170131.0,20180126.0,823.47998,819.710022,849.8800050000001,941.030029,995.890015,1402.050049,-0.004578080938895446,0.03205909753871605,0.14274791355583427,0.20936760964122048,0.7025915420554607,True
34,TGNA,TEGNA,Long,20170131.0,Integer Investments,Tegna: 40% Upside Potential,https://seekingalpha.com/article/4041119-tegna-40-percent-upside-potential,20170131.0,20180126.0,14.31303,14.475464,16.193531,15.771113,13.851036,15.59,0.011348680188611349,0.13138385093862026,0.10187102241803456,-0.03227786150102385,0.08921730758616442,True
35,DIS,The Walt Disney Company,Long,20170131.0,Benjamin Black,Disney: A Fairy Tale Too Good To Be True?,https://seekingalpha.com/article/4041105-disney-fairy-tale-good-true,20170131.0,20180126.0,108.956436,107.331696,109.537407,109.911598,107.802788,112.190002,-0.014911831367171446,0.00533214026934581,0.008766457816222983,-0.01058815837184679,0.029677604359232168,False
